ID,Order_Id,Order_Date,Order_Priority,Order_Quantity,Value,Discount,Shipping_mode,Profit,Unit_price,Shipping_cost,Customer_name,Province,Region,Customer_segment,Product_category,Product_subcategory,Product_name,Product_container,Product_base_margin,Shipping_date
1937,13892,4/27/2012,High,47,1404.83,0,Regular Air,700.425,29.89,1.99,Frank Hawley,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,00:00.0
1938,13894,4/10/2012,Medium,31,87.4944,0.04,Regular Air,50.2284,2.94,0.81,Rose O'Brian,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,00:00.0
1939,13894,4/10/2012,Medium,50,1709.525,0.05,Regular Air,1060.455,35.99,1.25,Rose O'Brian,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory23,Small Pack,0.36,00:00.0
1936,13889,9/4/2011,Medium,49,12309.3194,0.03,Delivery Truck,5275.4984,258.98,54.31,John Murray,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,00:00.0
1940,13895,11/20/2010,High,44,604.9736,0.02,Regular Air,249.9044,14.03,9.37,Michelle Ellison,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,00:00.0
1941,13920,10/9/2009,Critical,25,853.65,0.1,Express Air,488.14,37.94,5.08,Allen Armold,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,00:00.0
1942,13920,10/9/2009,Critical,24,193.3392,0.06,Regular Air,65.848,8.57,6.14,Allen Armold,New Brunswick,Atlantic,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,Small Pack,0.59,00:00.0
1943,13923,7/8/2012,High,28,5176.9872,0.08,Delivery Truck,3135.6196,200.97,15.59,Ed Braxton,Yukon,Yukon,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,00:00.0
1944,13923,7/8/2012,High,39,167.7312,0.04,Regular Air,13.8992,4.48,49,Ed Braxton,Yukon,Yukon,Home Office,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,00:00.0
1945,13923,7/8/2012,High,49,1119.16,0,Regular Air,671.1476,22.84,11.54,Ed Braxton,Yukon,Yukon,Home Office,Office Supplies,Paper,Xerox 1964,Small Box,0.39,00:00.0
1946,13923,7/8/2012,High,27,5832.5184,0.04,Delivery Truck,1429.4696,225.02,28.66,Ed Braxton,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,00:00.0
1947,13927,8/26/2009,Low,26,161.7408,0.04,Express Air,94.2432,6.48,5.16,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1985,Small Box,0.37,00:00.0
1948,13953,5/31/2011,Critical,32,348.3648,0.04,Regular Air,212.718,11.34,5.01,Jenna Caffey,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 188,Small Box,0.36,00:00.0
1949,13958,1/23/2010,Low,11,889.1366,0.06,Regular Air,367.9071,85.99,0.99,Jill Matthias,Yukon,Yukon,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,00:00.0
1950,13959,4/4/2009,Medium,47,228.4623,0.01,Regular Air,144.8851,4.91,0.5,Alex Russell,Alberta,West,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,00:00.0
1951,13959,4/4/2009,Medium,19,69.16,0.09,Express Air,39.74,4,1.3,Alex Russell,Alberta,West,Home Office,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,00:00.0
1952,13984,9/24/2012,Critical,30,2015.235,0.05,Regular Air,323.041,70.71,37.58,Khloe Miller,British Columbia,West,Home Office,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78,00:00.0
1953,13986,10/11/2011,High,46,1797.9192,0.01,Regular Air,815.246,39.48,1.99,Kristina Nunn,British Columbia,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,00:00.0
1954,13988,8/1/2012,Not Specified,34,166.617,0.01,Regular Air,92.294,4.95,5.32,MaryBeth Skach,Saskachewan,Prarie,Home Office,Furniture,Office Furnishings,"Eldon® 300 Class™ Desk Accessories, Black",Small Box,0.41,00:00.0
1955,13988,8/1/2012,Not Specified,39,584.22,0,Regular Air,243.5246,14.98,7.69,MaryBeth Skach,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,00:00.0
1956,13988,8/1/2012,Not Specified,18,206.8416,0.04,Express Air,76.8948,11.97,4.98,MaryBeth Skach,Saskachewan,Prarie,Home Office,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,00:00.0
1957,13991,3/6/2012,High,24,155.52,0,Regular Air,42.3608,6.48,2.74,Cynthia Voltz,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,00:00.0
1958,13991,3/6/2012,High,21,2186.5788,0.07,Regular Air,636.348,111.96,69,Cynthia Voltz,Yukon,Yukon,Corporate,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,00:00.0
1959,14016,7/11/2012,Low,9,1064.3895,0.05,Delivery Truck,306.5912,124.49,51.94,Tom Boeckenhauer,Alberta,West,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,00:00.0
1960,14018,6/6/2010,High,30,137.448,0.08,Express Air,78.692,4.98,0.49,Annie Thurman,Alberta,West,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,00:00.0
1961,14021,3/7/2011,High,12,21.84,0,Express Air,8.5612,1.82,0.83,Ken Heidel,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 307,Wrap Bag,0.57,00:00.0
1962,14023,2/20/2010,Not Specified,36,708.1056,0.08,Regular Air,428.0308,21.38,2.99,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36,00:00.0
1963,14023,2/20/2010,Not Specified,48,465.1344,0.03,Regular Air,268.2064,9.99,5.12,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1948,Small Box,0.4,00:00.0
1964,14048,5/17/2010,Not Specified,47,1810.0546,0.06,Regular Air,664.9665,40.97,8.99,Nora Paige,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,00:00.0
1965,14048,5/17/2010,Not Specified,5,476.627,0.06,Regular Air,25.846,101.41,35,Nora Paige,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,00:00.0
1966,14048,5/17/2010,Not Specified,40,2217.204,0.01,Regular Air,1432.094,55.99,1.25,Nora Paige,Yukon,Yukon,Small Business,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,00:00.0
1967,14055,9/1/2009,High,21,429.4836,0.08,Regular Air,183.102,22.23,3.63,Keith Dawkins,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52,00:00.0
1968,14081,10/6/2010,High,31,1336.0101,0.03,Delivery Truck,366.609,44.43,46.59,Alan Haines,Quebec,Quebec,Home Office,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,00:00.0
1969,14086,10/20/2010,Low,13,1583.5482,0.07,Delivery Truck,353.9176,130.98,54.74,Alan Haines,Quebec,Quebec,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,00:00.0
1970,14086,10/20/2010,Low,50,228.48,0.04,Regular Air,139.79,4.76,3.01,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36,00:00.0
1971,14112,7/24/2009,Low,1,49.9604,0.02,Express Air,6.732,50.98,13.66,Paul Lucas,Quebec,Quebec,Corporate,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box,0.58,00:00.0
1972,14113,8/4/2011,High,22,7530.1226,0.09,Delivery Truck,1321.0962,376.13,85.63,Helen Wasserman,Quebec,Quebec,Home Office,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,00:00.0
1973,14114,4/6/2009,Critical,29,61.3234,0.03,Regular Air,32.1266,2.18,1.38,Dave Poirier,Nova Scotia,Atlantic,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag,0.44,00:00.0
1974,14114,4/6/2009,Critical,38,6432.2676,0.01,Delivery Truck,2108.1992,170.98,35.89,Dave Poirier,Quebec,Quebec,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,00:00.0
1975,14114,4/6/2009,Critical,41,224.7415,0.05,Regular Air,88.708,5.77,5.92,Dave Poirier,Quebec,Quebec,Small Business,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,00:00.0
1976,14115,8/14/2009,Not Specified,24,144.6912,0.04,Regular Air,59.3996,6.28,5.41,Jim Mitchum,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Small Box,0.53,00:00.0
1977,14115,8/14/2009,Not Specified,46,3718.2076,0.06,Regular Air,1413.2144,85.99,10.78,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Telephones and Communication,3395,Small Box,0.58,00:00.0
1980,14117,8/25/2010,Not Specified,4,4.56,0,Regular Air,2.1272,1.14,0.7,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,00:00.0
1981,14119,5/31/2010,Low,24,94.3008,0.06,Regular Air,38.224,4.18,6.92,Troy Blackwell,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,00:00.0
1982,14119,5/31/2010,Low,35,1881.264,0.04,Regular Air,721.7705,55.99,3.3,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59,00:00.0
1983,14119,5/31/2010,Low,31,1059.9055,0.05,Regular Air,106.569,35.99,5,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory27,Small Box,0.85,00:00.0
1978,14116,10/9/2011,High,1,28.1918,0.09,Regular Air,5.0992,30.98,11.63,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,00:00.0
1979,14116,10/9/2011,High,42,1320.1188,0.09,Regular Air,768.6472,34.54,14.72,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,00:00.0
1984,14147,3/7/2010,Not Specified,8,325.4544,0.03,Regular Air,205.0324,41.94,2.99,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,00:00.0
1985,14147,3/7/2010,Not Specified,16,63.0016,0.08,Regular Air,28.8896,4.28,6.72,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,00:00.0
1986,14147,3/7/2010,Not Specified,45,175.266,0.09,Regular Air,92.486,4.28,5.74,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1953,Small Box,0.4,00:00.0
1987,14176,3/12/2009,Low,39,1389.5739,0.01,Regular Air,850.2121,35.99,5.99,Resi Polking,Alberta,West,Small Business,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,00:00.0
1988,14182,6/22/2009,Low,23,2752.8815,0.05,Regular Air,1093.0726,125.99,8.08,Bobby Trafton,Nova Scotia,Atlantic,Small Business,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.57,00:00.0
1989,14210,6/26/2012,Not Specified,19,632.51,0,Regular Air,371.1909,33.29,1.99,Helen Wasserman,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Verbatim 4.7GB DVD-R,Small Pack,0.41,00:00.0
1990,14211,2/12/2009,Not Specified,22,3188.6976,0.04,Regular Air,1912.5148,150.98,13.99,Frank Hawley,Ontario,Ontario,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,00:00.0
1991,14211,2/12/2009,Not Specified,14,2367.9936,0.04,Regular Air,826.7944,176.19,11.87,Frank Hawley,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes High-Stak® Drawer Files,Small Box,0.62,00:00.0
1992,14212,2/16/2012,Critical,4,24.96,0,Regular Air,4.764,6.24,5.22,Cyma Kinney,Alberta,West,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,00:00.0
1993,14212,2/16/2012,Critical,8,20.4624,0.02,Regular Air,11.8192,2.61,0.5,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,00:00.0
1994,14215,7/13/2012,Medium,44,2270.2416,0.07,Regular Air,1360.2372,55.48,6.79,Karl Brown,Newfoundland,Atlantic,Home Office,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,00:00.0
1995,14240,2/17/2012,High,24,66.72,0,Regular Air,39.2092,2.78,1.49,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box,0.39,00:00.0
1996,14241,6/14/2012,Critical,22,246.477,0.03,Regular Air,104.362,11.55,2.36,MaryBeth Skach,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,00:00.0
1997,14242,5/8/2011,High,35,1043.2835,0.03,Regular Air,232.621,30.73,4,Dennis Pardue,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,00:00.0
1998,14245,2/11/2010,Critical,17,430.695,0.1,Regular Air,161.3225,28.15,6.17,Brian Dahlen,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,00:00.0
1999,14247,8/16/2011,Critical,4,12.7652,0.03,Regular Air,6.1512,3.29,1.35,Denny Blanton,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,00:00.0
2042,14534,7/18/2010,Medium,46,720.3784,0.02,Regular Air,444.3988,15.98,4,Valerie Dominguez,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,00:00.0
2043,14535,10/1/2010,Not Specified,22,240.9286,0.03,Regular Air,89.3544,11.29,5.03,Gene Hale,British Columbia,West,Consumer,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box,0.59,00:00.0
2000,14272,2/12/2012,Medium,32,2409.9648,0.07,Regular Air,876.5624,80.98,4.5,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.59,00:00.0
2001,14274,1/6/2009,Not Specified,23,3437.8146,0.01,Delivery Truck,838.135,150.98,30,Craig Leslie,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,0.74,00:00.0
2002,14274,1/6/2009,Not Specified,46,1287.8712,0.01,Express Air,519.3708,28.28,13.99,Craig Leslie,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,00:00.0
2003,14274,1/6/2009,Not Specified,2,69.8206,0.03,Regular Air,29.1316,35.99,1.1,Craig Leslie,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,00:00.0
2004,14275,6/13/2010,Low,20,39.936,0.04,Regular Air,23.47,2.08,1.49,Gene Hale,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,00:00.0
2005,14275,6/13/2010,Low,4,605.2848,0.06,Delivery Truck,176.0544,160.98,30,Gene Hale,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,00:00.0
2006,14276,6/18/2009,Medium,11,103.752,0.1,Regular Air,31.694,10.48,2.89,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,00:00.0
2007,14311,8/1/2009,Critical,30,185.367,0.03,Regular Air,107.559,6.37,5.19,Brian Stugart,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,00:00.0
2008,14336,11/18/2009,High,4,151.962,0.05,Express Air,53.734,39.99,10.25,Steven Ward,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,00:00.0
2009,14338,1/31/2010,Low,34,6149.682,0.1,Delivery Truck,3674.2192,200.97,15.59,Mike Kennedy,Nova Scotia,Atlantic,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,00:00.0
2010,14342,4/27/2009,Low,38,10407.5426,0.09,Regular Air,4910.6698,300.97,7.18,Deborah Brumfield,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,00:00.0
2011,14368,9/10/2011,High,5,498.106,0.06,Regular Air,139.681,105.98,13.99,Ivan Liston,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,00:00.0
2012,14368,9/10/2011,High,37,1151.514,0.1,Regular Air,426.0264,34.58,8.99,Ivan Liston,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,00:00.0
2013,14372,10/23/2012,Critical,34,5290.1212,0.09,Delivery Truck,1218.4404,170.98,60.49,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",Jumbo Box,0.69,00:00.0
2014,14375,1/31/2010,Medium,7,37.6278,0.07,Regular Air,17.3922,5.78,5.67,Rick Duston,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1978,Small Box,0.36,00:00.0
2015,14375,1/31/2010,Medium,50,3776.85,0.1,Regular Air,2162.19,83.93,19.99,Rick Duston,Nova Scotia,Atlantic,Corporate,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38,00:00.0
2016,14400,2/4/2009,Medium,32,65.664,0.05,Regular Air,34.0396,2.16,6.05,Henia Zydlo,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,00:00.0
2017,14400,2/4/2009,Medium,35,219.996,0.03,Regular Air,129.48,6.48,6.6,Henia Zydlo,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,00:00.0
2018,14400,2/4/2009,Medium,43,5777.738,0.08,Delivery Truck,1238.6315,146.05,80.2,Henia Zydlo,Manitoba,Prarie,Home Office,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,00:00.0
2019,14401,8/4/2011,Not Specified,10,1043.306,0.06,Regular Air,408.163,110.99,2.5,Jason Klamczynski,Quebec,Quebec,Small Business,Technology,Telephones and Communication,T18,Small Box,0.57,00:00.0
2020,14402,10/14/2010,Medium,1,152.931,0.05,Delivery Truck,23.1234,160.98,30,Jessica Myrick,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,00:00.0
2021,14406,3/8/2010,Medium,37,5195.2218,0.07,Regular Air,3058.453,150.98,13.99,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,00:00.0
2022,14406,3/8/2010,Medium,20,394.424,0.06,Delivery Truck,14.106,20.98,53.03,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,00:00.0
2023,14406,3/8/2010,Medium,35,2708.685,0.1,Express Air,149.4925,85.99,0.99,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,00:00.0
2024,14434,2/15/2011,Not Specified,39,4586.0178,0.02,Delivery Truck,2704.8299,119.99,56.14,Tim Taslimi,Yukon,Yukon,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,00:00.0
2025,14435,12/1/2012,Not Specified,41,3689.59,0,Delivery Truck,1212.4606,89.99,42,Dennis Kane,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,00:00.0
2026,14435,12/1/2012,Not Specified,9,31184.9109,0.01,Regular Air,19505.4542,3499.99,24.49,Dennis Kane,Quebec,Quebec,Small Business,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,00:00.0
2027,14435,12/1/2012,Not Specified,44,1281.3328,0.06,Regular Air,730.3248,30.98,5.76,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,00:00.0
2028,14439,8/30/2012,High,27,1350.3672,0.09,Regular Air,805.406,54.96,10.75,Cindy Stewart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,00:00.0
2029,14471,5/26/2011,Not Specified,44,795.982,0.03,Regular Air,472.178,18.65,3.77,Ralph Kennedy,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,00:00.0
2030,14471,5/26/2011,Not Specified,42,258.552,0.05,Regular Air,150.3628,6.48,7.49,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,00:00.0
2031,14497,5/20/2012,Medium,34,192.5896,0.02,Regular Air,113.8824,5.78,7.96,Sung Pak,Alberta,West,Small Business,Office Supplies,Paper,Xerox 196,Small Box,0.36,00:00.0
2032,14499,11/14/2010,Low,28,551.9304,0.06,Regular Air,87.4456,20.97,6.5,Harry Marie,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,00:00.0
2033,14500,6/24/2011,Not Specified,44,817.5816,0.07,Regular Air,477.746,19.98,5.77,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,00:00.0
2034,14500,6/24/2011,Not Specified,46,1574.7732,0.01,Regular Air,675.0024,34.58,8.99,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,00:00.0
2035,14503,2/5/2011,Not Specified,14,419.2832,0.02,Express Air,266.5492,30.56,2.99,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,Small Box,0.35,00:00.0
2036,14528,6/15/2009,Critical,14,76.1852,0.09,Regular Air,42.0444,5.98,1.49,Karl Brown,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,00:00.0
2037,14529,9/20/2010,Low,44,3563.604,0.1,Delivery Truck,908.2944,89.99,42,Lena Hernandez,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,00:00.0
2038,14529,9/20/2010,Low,42,202.692,0.05,Regular Air,91.8484,5.08,2.03,Lena Hernandez,British Columbia,West,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,0.51,00:00.0
2039,14530,4/6/2009,High,17,1435.4834,0.06,Regular Air,132.9821,89.83,35,Tracy Blumstein,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Fellowes Officeware™ Wire Shelving,Large Box,0.83,00:00.0
2041,14530,4/6/2009,High,44,5488.1244,0.01,Regular Air,2265.1696,125.99,7.69,Tracy Blumstein,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,00:00.0
2040,14530,4/6/2009,High,49,592.263,0.1,Regular Air,211.6631,13.43,5.5,Tracy Blumstein,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,00:00.0
2044,14563,12/2/2011,Critical,31,1093.3762,0.02,Regular Air,663.424,35.99,5.99,Becky Pak,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,00:00.0
2045,14596,1/10/2009,Critical,24,198.1584,0.01,Regular Air,111.1296,8.34,0.96,Darren Powers,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,00:00.0
2046,14596,1/10/2009,Critical,19,58.5808,0.06,Regular Air,19.7116,3.28,3.97,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,00:00.0
2047,14597,8/30/2010,Critical,41,305.4336,0.03,Express Air,189.0656,7.68,6.16,Lauren Leatherbury,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,00:00.0
2048,14597,8/30/2010,Critical,35,259.098,0.07,Regular Air,139.922,7.96,4.95,Lauren Leatherbury,Alberta,West,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,00:00.0
2049,14627,2/4/2009,Medium,47,632.9208,0.07,Regular Air,367.848,14.48,6.46,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box,0.38,00:00.0
2050,14630,10/16/2012,Low,17,344.2364,0.08,Regular Air,117.9461,22.01,5.53,Muhammed Lee,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,00:00.0
2051,14661,1/24/2010,Not Specified,38,1277.7044,0.06,Regular Air,249.2394,35.77,9.02,Lauren Leatherbury,British Columbia,West,Home Office,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75,00:00.0
2052,14662,11/16/2011,High,48,234.2592,0.02,Regular Air,143.4548,4.98,4.75,Karl Brown,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,00:00.0
